,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Blood Diamond (feat. Serebro)___Yellow Claw,0.527,0.789,1,-4.232,1,0.0343,0.00196,0,0.221,0.288,144.963,audio_features,2UPSXRSGDZE5uy3cNCsM58,spotify:track:2UPSXRSGDZE5uy3cNCsM58,https://api.spotify.com/v1/tracks/2UPSXRSGDZE5uy3cNCsM58,https://api.spotify.com/v1/audio-analysis/2UPSXRSGDZE5uy3cNCsM58,190434,4,Blood For Mercy,7ACxS7rtYV8HyHgj0FD0cb
Evil Twin___THE TRASH MERMAIDS,0.648,0.91,4,-4.762,0,0.363,0.0529,0,0.0834,0.783,83.091,audio_features,3E1BkJEsRK7VsSNzijilGm,spotify:track:3E1BkJEsRK7VsSNzijilGm,https://api.spotify.com/v1/tracks/3E1BkJEsRK7VsSNzijilGm,https://api.spotify.com/v1/audio-analysis/3E1BkJEsRK7VsSNzijilGm,356847,4,The Marshall Mathers LP2 (Deluxe),6DN7GcZF1HywzrkGN6Eeqk
The Way You Look at Me___Christian Bautista,0.485,0.29,1,-8.444,1,0.0321,0.817,0,0.111,0.333,134.168,audio_features,1C3wg8sCIPqpNQx0wAL4DC,spotify:track:1C3wg8sCIPqpNQx0wAL4DC,https://api.spotify.com/v1/tracks/1C3wg8sCIPqpNQx0wAL4DC,https://api.spotify.com/v1/audio-analysis/1C3wg8sCIPqpNQx0wAL4DC,207787,4,Christian Bautista,0qEwvzXNVsPFK7eftFej7Q
リーディングシュタイナー発動___阿保 剛,0.168,0.188,10,-18.174,1,0.0378,0.783,0.792,0.107,0.0359,114.178,audio_features,67uUJHuUSxmBsF6dbw6vlV,spotify:track:67uUJHuUSxmBsF6dbw6vlV,https://api.spotify.com/v1/tracks/67uUJHuUSxmBsF6dbw6vlV,https://api.spotify.com/v1/audio-analysis/67uUJHuUSxmBsF6dbw6vlV,152693,3,TVアニメ『シュタインズ・ゲート ゼロ』オリジナル・サウンドトラック,39C4T9TCMg6yjleEADxDq4
That's Why You Go Away___Michael Learns To Rock,0.621,0.533,7,-7.222,1,0.0265,0.343,0,0.0881,0.322,126.987,audio_features,2ccW4vFSVKRgVjkZzvdjRw,spotify:track:2ccW4vFSVKRgVjkZzvdjRw,https://api.spotify.com/v1/tracks/2ccW4vFSVKRgVjkZzvdjRw,https://api.spotify.com/v1/audio-analysis/2ccW4vFSVKRgVjkZzvdjRw,253093,4,Strange Foreign Beauty,1dW7iWMMhRzMLLGrLjL6tO
The Alphabeat___David Guetta,0.384,0.823,5,-3.886,1,0.158,0.0301,0.161,0.684,0.156,121.975,audio_features,3cKfoL6UCsHJ1HGKGdu7xf,spotify:track:3cKfoL6UCsHJ1HGKGdu7xf,https://api.spotify.com/v1/tracks/3cKfoL6UCsHJ1HGKGdu7xf,https://api.spotify.com/v1/audio-analysis/3cKfoL6UCsHJ1HGKGdu7xf,269033,4,Nothing but the Beat - The Electronic Album,3evsUmSaqqRzNeOTzuhpBP
Don’t Leave - Tiësto vs twoloud Remix___Seven Lions,0.772,0.842,11,-5.46,1,0.12,0.00219,0.00161,0.136,0.489,127.97,audio_features,1FZHbwH04KpGjqjCGRj6CW,spotify:track:1FZHbwH04KpGjqjCGRj6CW,https://api.spotify.com/v1/tracks/1FZHbwH04KpGjqjCGRj6CW,https://api.spotify.com/v1/audio-analysis/1FZHbwH04KpGjqjCGRj6CW,286800,4,Casablanca Nights Vol. 2,4tsHXmRIQys4kdeRdAzaQ2
Say Something - RetroVision Remix___Lucas & Steve,0.779,0.756,8,-4.669,1,0.0887,0.215,2.48e-06,0.333,0.795,125.988,audio_features,7MwoGAOLI3MnEC7mGFOYcW,spotify:track:7MwoGAOLI3MnEC7mGFOYcW,https://api.spotify.com/v1/tracks/7MwoGAOLI3MnEC7mGFOYcW,https://api.spotify.com/v1/audio-analysis/7MwoGAOLI3MnEC7mGFOYcW,208571,4,Say Something (The Remixes),7Ffvc9YiExNb7suODXC9FA
The Rock City Boy___JAMIL,0.602,0.952,6,-3.904,0,0.0936,0.0341,0,0.1,0.818,160.048,audio_features,6nviAJNr1koMhfM1YJJMu6,spotify:track:6nviAJNr1koMhfM1YJJMu6,https://api.spotify.com/v1/tracks/6nviAJNr1koMhfM1YJJMu6,https://api.spotify.com/v1/audio-analysis/6nviAJNr1koMhfM1YJJMu6,212720,4,"TV Anime ""Fairy Tail"" OP & ED Theme Songs Vol. 2",6sh8WOlFxBoal9P3wHan0I
Instagram___Dimitri Vegas & Like Mike,0.765,0.906,8,-2.097,0,0.0965,0.125,0,0.423,0.95,96.071,audio_features,0U6bQIAh6MCGo1xjbIIx2S,spotify:track:0U6bQIAh6MCGo1xjbIIx2S,https://api.spotify.com/v1/tracks/0U6bQIAh6MCGo1xjbIIx2S,https://api.spotify.com/v1/audio-analysis/0U6bQIAh6MCGo1xjbIIx2S,184558,4,Instagram,7FTzcNdsKhMe53orWXsai8
モザイクカケラ (STAGE13〜23 ED)___Eiichirou Taruki,0.62,0.782,10,-5.662,0,0.0342,0.223,3.22e-06,0.0665,0.754,130.01,audio_features,7xlB6BQAiIuCRHnWHgBmim,spotify:track:7xlB6BQAiIuCRHnWHgBmim,https://api.spotify.com/v1/tracks/7xlB6BQAiIuCRHnWHgBmim,https://api.spotify.com/v1/audio-analysis/7xlB6BQAiIuCRHnWHgBmim,277087,4,熱烈!アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「コードギアス 反逆のルルーシュ」 vol.1 [主題歌OP/ED 編],2W0aUfhBuHJNFsxyerQ4Dw
風繼續吹___Leslie Cheung,0.538,0.426,0,-9.985,1,0.0289,0.264,0.0012,0.472,0.322,133.786,audio_features,5RLv04XXxe0Nc4W7DTBJGT,spotify:track:5RLv04XXxe0Nc4W7DTBJGT,https://api.spotify.com/v1/tracks/5RLv04XXxe0Nc4W7DTBJGT,https://api.spotify.com/v1/audio-analysis/5RLv04XXxe0Nc4W7DTBJGT,308573,4,風繼續吹,5wqxExrvXYQquHfwD9UtWu
Never Meant to Belong___L'Orchestra Numerique,0.441,0.258,9,-13.7,0,0.0418,0.974,0.832,0.11,0.111,67.987,audio_features,2r7QSk5Of8Xl8AdgJw1feZ,spotify:track:2r7QSk5Of8Xl8AdgJw1feZ,https://api.spotify.com/v1/tracks/2r7QSk5Of8Xl8AdgJw1feZ,https://api.spotify.com/v1/audio-analysis/2r7QSk5Of8Xl8AdgJw1feZ,327353,4,Will of the Heart (The Greatest Instrumental Themes From Bleach),7dp765jNLWPhHGIvumd21f
Scarlett Blu___THE TRASH MERMAIDS,0.426,0.975,8,-1.99,0,0.0465,0.00796,0.118,0.345,0.756,172.483,audio_features,3mY8FJCiYToJAIu66NsiPh,spotify:track:3mY8FJCiYToJAIu66NsiPh,https://api.spotify.com/v1/tracks/3mY8FJCiYToJAIu66NsiPh,https://api.spotify.com/v1/audio-analysis/3mY8FJCiYToJAIu66NsiPh,225391,3,Scarlett Blu,6CeMtQTdnvmjiUf3SWkmC7
God Is A Dancer (with Mabel)___Tiësto,0.774,0.747,1,-3.908,0,0.082,0.0241,6.11e-06,0.342,0.833,119.964,audio_features,6fenHIxXuuzKB55wY4WCHP,spotify:track:6fenHIxXuuzKB55wY4WCHP,https://api.spotify.com/v1/tracks/6fenHIxXuuzKB55wY4WCHP,https://api.spotify.com/v1/audio-analysis/6fenHIxXuuzKB55wY4WCHP,168125,4,God Is A Dancer (with Mabel),2T0NPRcdhIt71ifDWm328R
I Feel The Love___Tritonal,0.555,0.813,0,-5.792,1,0.033,0.0201,0,0.165,0.435,125.034,audio_features,6UiDiFJUGEDzkGpZBL8IYq,spotify:track:6UiDiFJUGEDzkGpZBL8IYq,https://api.spotify.com/v1/tracks/6UiDiFJUGEDzkGpZBL8IYq,https://api.spotify.com/v1/audio-analysis/6UiDiFJUGEDzkGpZBL8IYq,213120,4,Painting With Dreams,11t999cj3x48JaRSde6s8p
Ringing -Cat's eye-___阿保 剛,0.411,0.755,1,-3.996,1,0.275,0.23,0,0.38,0.682,87.767,audio_features,75nPT49WjMuT8N3eqrBqYj,spotify:track:75nPT49WjMuT8N3eqrBqYj,https://api.spotify.com/v1/tracks/75nPT49WjMuT8N3eqrBqYj,https://api.spotify.com/v1/audio-analysis/75nPT49WjMuT8N3eqrBqYj,78416,4,Hazy Eyes,608aOptgnCUlbQVKhSZE2c
Perfume!___fusq,0.738,0.574,1,-7.809,0,0.0946,0.128,0.0304,0.471,0.475,126.779,audio_features,6BGbt6NGG5LGGqKdwAzzS8,spotify:track:6BGbt6NGG5LGGqKdwAzzS8,https://api.spotify.com/v1/tracks/6BGbt6NGG5LGGqKdwAzzS8,https://api.spotify.com/v1/audio-analysis/6BGbt6NGG5LGGqKdwAzzS8,174803,4,Lost Station,358hXrWXW1WXjqiA6NtaEl
Somebody Else___Loote,0.726,0.637,7,-7.529,1,0.0414,0.391,0,0.141,0.392,94.992,audio_features,4BF0YQBOMkrqhev41JuTmN,spotify:track:4BF0YQBOMkrqhev41JuTmN,https://api.spotify.com/v1/tracks/4BF0YQBOMkrqhev41JuTmN,https://api.spotify.com/v1/audio-analysis/4BF0YQBOMkrqhev41JuTmN,163263,4,Somebody Else,4rhaOYPfTldLtZL3Yl2xuC
Beside You (feat. Georgia Ku)___Matoma,0.634,0.794,6,-6.363,1,0.0945,0.0801,0,0.0664,0.67,123.02,audio_features,6Tdy6tOHVEyBmlObZpGJJc,spotify:track:6Tdy6tOHVEyBmlObZpGJJc,https://api.spotify.com/v1/tracks/6Tdy6tOHVEyBmlObZpGJJc,https://api.spotify.com/v1/audio-analysis/6Tdy6tOHVEyBmlObZpGJJc,176640,4,Beside You (feat. Georgia Ku),3hMrneBakGWDdBCL3KiX36
Moonlight___Agust D,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,audio_features,5uHrWZqndnheP1qtYr6xGC,spotify:track:5uHrWZqndnheP1qtYr6xGC,https://api.spotify.com/v1/tracks/5uHrWZqndnheP1qtYr6xGC,https://api.spotify.com/v1/audio-analysis/5uHrWZqndnheP1qtYr6xGC,163016,4,D-2,0zhGddZ83RpCgnelKWa2qS
Evolution___Excision,0.503,0.951,6,-1.894,0,0.329,0.0224,0,0.439,0.144,74.931,audio_features,1sINcsgzd31gQkhImnr17l,spotify:track:1sINcsgzd31gQkhImnr17l,https://api.spotify.com/v1/tracks/1sINcsgzd31gQkhImnr17l,https://api.spotify.com/v1/audio-analysis/1sINcsgzd31gQkhImnr17l,220000,4,Evolution EP,4pYGR19avWwTwXzVfRxJvf
JOJO SONO CHINO SADAME___Hiroaki Tommy Tominaga,0.429,0.979,7,-2.204,0,0.119,0.0986,2.32e-06,0.302,0.434,146.145,audio_features,08q2CrXYf1ZaMbcKViPdVA,spotify:track:08q2CrXYf1ZaMbcKViPdVA,https://api.spotify.com/v1/tracks/08q2CrXYf1ZaMbcKViPdVA,https://api.spotify.com/v1/audio-analysis/08q2CrXYf1ZaMbcKViPdVA,262567,4,JOJO SONO CHINO SADAME,0t9GYCbtohYvtA60qUBCHa
Crashing vs. Destiny (feat. Bahari)___ILLENIUM,0.522,0.539,1,-5.741,0,0.0418,0.0739,0,0.0664,0.139,95.97,audio_features,2Tdj4zosHNMnsL6EExsaYD,spotify:track:2Tdj4zosHNMnsL6EExsaYD,https://api.spotify.com/v1/tracks/2Tdj4zosHNMnsL6EExsaYD,https://api.spotify.com/v1/audio-analysis/2Tdj4zosHNMnsL6EExsaYD,172344,4,ASCEND (Tour Edits),6KICcLGlQnS7908qVzbhP6
Shadow Side___Steerner,0.462,0.64,5,-7.905,1,0.0318,0.0155,0,0.317,0.594,102.162,audio_features,4xhSe2VYQbWBugfm8O4UW8,spotify:track:4xhSe2VYQbWBugfm8O4UW8,https://api.spotify.com/v1/tracks/4xhSe2VYQbWBugfm8O4UW8,https://api.spotify.com/v1/audio-analysis/4xhSe2VYQbWBugfm8O4UW8,168557,4,Shadow Side,619v7clSmtqf8QquzFXaIV
"Clash of Gods (From ""Dragon Ball Super"")___Fonzi M",0.614,0.206,2,-15.351,0,0.0332,0.928,0.872,0.0873,0.0943,95.976,audio_features,5I0ArqzajKVOGM3kXR5w0V,spotify:track:5I0ArqzajKVOGM3kXR5w0V,https://api.spotify.com/v1/tracks/5I0ArqzajKVOGM3kXR5w0V,https://api.spotify.com/v1/audio-analysis/5I0ArqzajKVOGM3kXR5w0V,194819,4,"Clash of Gods (From ""Dragon Ball Super"")",5mxVB3LUPfHbGDuyVLNFFN
"Brave Song (From ""Angel Beats!"") - Piano Version___RMaster",0.712,0.208,3,-15.453,1,0.0533,0.995,0.871,0.125,0.528,110.044,audio_features,2zld018PnPK4dSPQKefDfF,spotify:track:2zld018PnPK4dSPQKefDfF,https://api.spotify.com/v1/tracks/2zld018PnPK4dSPQKefDfF,https://api.spotify.com/v1/audio-analysis/2zld018PnPK4dSPQKefDfF,105239,4,Romantic Animes,2kMO5o7TZEhbyS33fX2ufl
I Can Only Imagine (feat. Chris Brown & Lil Wayne)___David Guetta,0.669,0.939,9,-2.06,1,0.0427,0.0463,1.12e-06,0.335,0.264,127.947,audio_features,3dvynJHFt37j6R8CIIEZh5,spotify:track:3dvynJHFt37j6R8CIIEZh5,https://api.spotify.com/v1/tracks/3dvynJHFt37j6R8CIIEZh5,https://api.spotify.com/v1/audio-analysis/3dvynJHFt37j6R8CIIEZh5,209533,4,Nothing but the Beat 2.0,5aprcHwM1KJhaY9Kbxkfkn
Summer___Calvin Harris,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,audio_features,6YUTL4dYpB9xZO5qExPf05,spotify:track:6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05,222533,4,Motion,48zisMeiXniWLzOQghbPqS
I Found You (Neptune) [feat. Jess Ball]___EDX,0.823,0.916,1,-4.684,1,0.0559,0.0209,0.0111,0.0746,0.896,124.024,audio_features,078XSMBD1XBjtxee96dgew,spotify:track:078XSMBD1XBjtxee96dgew,https://api.spotify.com/v1/tracks/078XSMBD1XBjtxee96dgew,https://api.spotify.com/v1/audio-analysis/078XSMBD1XBjtxee96dgew,158735,4,I Found You (Neptune) [feat. Jess Ball],3P86G1IWPEI9yX9ANvjJ0f
All of Me - Tiësto's Birthday Treatment Remix - Radio Edit___John Legend,0.606,0.72,5,-6.253,0,0.0283,0.000149,0.00165,0.0745,0.178,127.985,audio_features,1mzGywacjpeik00PVLBPpF,spotify:track:1mzGywacjpeik00PVLBPpF,https://api.spotify.com/v1/tracks/1mzGywacjpeik00PVLBPpF,https://api.spotify.com/v1/audio-analysis/1mzGywacjpeik00PVLBPpF,251613,4,All of Me (Tiësto's Birthday Treatment Remix - Radio Edit),4c2rSdHI9WUXn0zyXoWtbB
Dragon - Radio Edit___Martin Garrix,0.513,0.917,7,-4.048,0,0.0628,0.00543,0.816,0.0592,0.145,128.024,audio_features,13yeSbqDD7JSd7EWMOATV1,spotify:track:13yeSbqDD7JSd7EWMOATV1,https://api.spotify.com/v1/tracks/13yeSbqDD7JSd7EWMOATV1,https://api.spotify.com/v1/audio-analysis/13yeSbqDD7JSd7EWMOATV1,196671,4,Break Through The Silence EP,5LntuNK1jvjyn9or76TNQ9
春夏秋冬___Leslie Cheung,0.6,0.489,1,-10.783,1,0.0287,0.688,0.0821,0.123,0.322,136.038,audio_features,0mYTwy2yY2vI2ruJzoTe9X,spotify:track:0mYTwy2yY2vI2ruJzoTe9X,https://api.spotify.com/v1/tracks/0mYTwy2yY2vI2ruJzoTe9X,https://api.spotify.com/v1/audio-analysis/0mYTwy2yY2vI2ruJzoTe9X,246493,4,Forever Leslie,2FTDSvJfBSyQX4rPdCaTwz
The Middle___Zedd,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,audio_features,09IStsImFySgyp0pIQdqAc,spotify:track:09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/tracks/09IStsImFySgyp0pIQdqAc,https://api.spotify.com/v1/audio-analysis/09IStsImFySgyp0pIQdqAc,184732,4,The Middle,7nEiwcUSwycvC77kZ9ub7c
What We Need___Hardwell,0.498,0.823,11,-5.015,0,0.0556,0.00151,1.72e-05,0.0819,0.305,127.915,audio_features,2bFUohs4VcdPLvGKN7816Y,spotify:track:2bFUohs4VcdPLvGKN7816Y,https://api.spotify.com/v1/tracks/2bFUohs4VcdPLvGKN7816Y,https://api.spotify.com/v1/audio-analysis/2bFUohs4VcdPLvGKN7816Y,193125,4,What We Need,5GlAoB4LAqdu1khxvGhdy7
Hacking to the Gate - symphonic ver.___いとうかなこ,0.416,0.614,9,-7.044,0,0.0392,0.727,0.156,0.274,0.301,80.371,audio_features,7mMshfkGDVQTjn03tvSlwI,spotify:track:7mMshfkGDVQTjn03tvSlwI,https://api.spotify.com/v1/tracks/7mMshfkGDVQTjn03tvSlwI,https://api.spotify.com/v1/audio-analysis/7mMshfkGDVQTjn03tvSlwI,258360,4,STEINS;GATE SYMPHONIC REUNION,7fv7frh9eQ3RWFdrX62InX
Hold (feat. Daniela Andrade)___Dabin,0.478,0.718,9,-5.121,0,0.0366,0.0362,2.3e-06,0.231,0.256,151.997,audio_features,6ZxvgeoM6ipLYsQyftxImg,spotify:track:6ZxvgeoM6ipLYsQyftxImg,https://api.spotify.com/v1/tracks/6ZxvgeoM6ipLYsQyftxImg,https://api.spotify.com/v1/audio-analysis/6ZxvgeoM6ipLYsQyftxImg,351875,4,Two Hearts,4dTJSiSw7vgvB1MlehLiNT
無可救藥___Victor Wong,0.58,0.752,10,-4.746,1,0.0335,0.274,0,0.0954,0.435,130.05,audio_features,5mRjqXsHtiCozIEogkTVnk,spotify:track:5mRjqXsHtiCozIEogkTVnk,https://api.spotify.com/v1/tracks/5mRjqXsHtiCozIEogkTVnk,https://api.spotify.com/v1/audio-analysis/5mRjqXsHtiCozIEogkTVnk,287720,4,愛到無可救藥,6dE7rz16SWXc6FU5C5pI5m
Heartless (with Julia Michaels & Morgan Wallen)___Diplo,0.648,0.553,11,-6.35,1,0.0409,0.212,0,0.0728,0.275,110.949,audio_features,0VFQC71dmUjuW5bU5Ewdmg,spotify:track:0VFQC71dmUjuW5bU5Ewdmg,https://api.spotify.com/v1/tracks/0VFQC71dmUjuW5bU5Ewdmg,https://api.spotify.com/v1/audio-analysis/0VFQC71dmUjuW5bU5Ewdmg,172973,4,Diplo Presents Thomas Wesley Chapter 1: Snake Oil,2Om5VEKaBd4Afht33ToQGD
Kanashii Ureshii___frederic,0.525,0.815,9,-3.853,0,0.0791,0.00154,4.7e-05,0.362,0.743,141.978,audio_features,6TT5vTinGLuUQcepMyZ21G,spotify:track:6TT5vTinGLuUQcepMyZ21G,https://api.spotify.com/v1/tracks/6TT5vTinGLuUQcepMyZ21G,https://api.spotify.com/v1/audio-analysis/6TT5vTinGLuUQcepMyZ21G,285761,4,TOGENKYO,6g6gE5X9F6Re0avkttNDcw
"Bon Appétit (From ""Blend S"") [Opening]___Fonzi M",0.321,0.262,5,-16.732,1,0.0292,0.957,0.941,0.177,0.722,151.807,audio_features,1jKhWkwNQQ1UzUSz9UHhjk,spotify:track:1jKhWkwNQQ1UzUSz9UHhjk,https://api.spotify.com/v1/tracks/1jKhWkwNQQ1UzUSz9UHhjk,https://api.spotify.com/v1/audio-analysis/1jKhWkwNQQ1UzUSz9UHhjk,93500,4,"Anime Piano Music Collection in Winter, Vol. 1",1y4eBpYo4rD3l6vm8V0Bz4
Superlove (feat. Oh Wonder)___Whethan,0.578,0.491,11,-8.544,0,0.21,0.203,0.000378,0.182,0.64,98.273,audio_features,0lchLc0vSyRRqKSPIkFtJI,spotify:track:0lchLc0vSyRRqKSPIkFtJI,https://api.spotify.com/v1/tracks/0lchLc0vSyRRqKSPIkFtJI,https://api.spotify.com/v1/audio-analysis/0lchLc0vSyRRqKSPIkFtJI,184814,4,"Life of a Wallflower, Vol. 1",4oN0HoJVDsVKwJmquYy7d2
Concrete Angel (Radio Edit) (feat. Christina Novelli)___Gareth Emery,0.631,0.893,7,-5.123,1,0.0411,0.0107,0.00632,0.147,0.548,130.015,audio_features,0emkFigRCrQnsaOOnhtoFY,spotify:track:0emkFigRCrQnsaOOnhtoFY,https://api.spotify.com/v1/tracks/0emkFigRCrQnsaOOnhtoFY,https://api.spotify.com/v1/audio-analysis/0emkFigRCrQnsaOOnhtoFY,235025,4,Concrete Angel,2V9JnYb4l8j78MNkOY5kNx
Savage___Blasterjaxx,0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076,audio_features,1xQ6trAsedVPCdbtDAmk0c,spotify:track:1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/tracks/1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/audio-analysis/1xQ6trAsedVPCdbtDAmk0c,171375,4,Savage Love (Laxed - Siren Beat),1XMw3pBrYeXzNXZXc84DNw
CASH COW - NGHTMRE & BLVK JVCK VIP___NGHTMRE,0.542,0.953,8,-3.493,1,0.123,0.00662,0.0059,0.693,0.181,146.97,audio_features,6UU4Zef2KpHMp8Zhz3XqeJ,spotify:track:6UU4Zef2KpHMp8Zhz3XqeJ,https://api.spotify.com/v1/tracks/6UU4Zef2KpHMp8Zhz3XqeJ,https://api.spotify.com/v1/audio-analysis/6UU4Zef2KpHMp8Zhz3XqeJ,215510,4,CASH COW (NGHTMRE & BLVK JVCK VIP),4wjEB2aRFnw4mRAM6rK0ne
Redo (Re:ゼロから始める異世界生活)___平間美賀,0.416,0.909,8,-2.622,1,0.312,0.0314,0,0.33,0.388,189.907,audio_features,3rrWCRsavfW6dTuzeyvbPp,spotify:track:3rrWCRsavfW6dTuzeyvbPp,https://api.spotify.com/v1/tracks/3rrWCRsavfW6dTuzeyvbPp,https://api.spotify.com/v1/audio-analysis/3rrWCRsavfW6dTuzeyvbPp,256737,4,熱烈!アニソン魂 ULTIMATEカバーシリーズ2017 JAPAN ANIMESONG COLLECTION mini vol.4,0bCxDTBwGPwmBVPEaFssGt
Lonely Is the Night___Air Supply,0.565,0.412,7,-14.092,1,0.0242,0.298,6.91e-06,0.206,0.351,83.19,audio_features,6gAhuDvn8Ef6P710UMze9W,spotify:track:6gAhuDvn8Ef6P710UMze9W,https://api.spotify.com/v1/tracks/6gAhuDvn8Ef6P710UMze9W,https://api.spotify.com/v1/audio-analysis/6gAhuDvn8Ef6P710UMze9W,249067,4,Hearts In Motion,5aH4HCsNua1doApLj5cb8J
The Beginning___ONE OK ROCK,0.36,0.983,0,-2.352,1,0.101,8.83e-05,0,0.111,0.279,182.058,audio_features,4f3nDjgqXurMryYBSp0TZD,spotify:track:4f3nDjgqXurMryYBSp0TZD,https://api.spotify.com/v1/tracks/4f3nDjgqXurMryYBSp0TZD,https://api.spotify.com/v1/audio-analysis/4f3nDjgqXurMryYBSp0TZD,292733,4,JINSEI KAKETE BOKU WA,5dWke9BKYdBq7YXbb7jrLC
"Rex Duodecim Angelus (From ""Homestuck: AlterniaBound"")___FalKKonE",0.192,0.982,10,-4.293,0,0.101,0.00045,0.58,0.286,0.274,100.085,audio_features,1Jd4AV4PCxyb4IkVpnoZuf,spotify:track:1Jd4AV4PCxyb4IkVpnoZuf,https://api.spotify.com/v1/tracks/1Jd4AV4PCxyb4IkVpnoZuf,https://api.spotify.com/v1/audio-analysis/1Jd4AV4PCxyb4IkVpnoZuf,408515,4,"Intense Symphonic Metal Covers, Vol. 16",2xzO0CJxeBczSUAzsM6iEQ
Love Like That___Kaskade,0.752,0.78,7,-5.669,0,0.0474,0.00337,0.000539,0.747,0.307,123.023,audio_features,5WliYG94HXFCo7RmYZ7bLE,spotify:track:5WliYG94HXFCo7RmYZ7bLE,https://api.spotify.com/v1/tracks/5WliYG94HXFCo7RmYZ7bLE,https://api.spotify.com/v1/audio-analysis/5WliYG94HXFCo7RmYZ7bLE,216063,4,Love Like That,5nu0DOF0xqGEuXEiYeHhHi
Baby___Justin Bieber,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,audio_features,6epn3r7S14KUqlReYr77hA,spotify:track:6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,214240,4,My World 2.0,3BmcYMh0KYsimWL6p2gPa9
Black Rose (feat. Jonathan Mendelsohn)___Blasterjaxx,0.632,0.885,8,-4.113,0,0.0412,0.141,0.0483,0.207,0.358,130.022,audio_features,6QJSg3nHYtm7QJJW2Sokmz,spotify:track:6QJSg3nHYtm7QJJW2Sokmz,https://api.spotify.com/v1/tracks/6QJSg3nHYtm7QJJW2Sokmz,https://api.spotify.com/v1/audio-analysis/6QJSg3nHYtm7QJJW2Sokmz,202072,4,Black Rose (feat. Jonathan Mendelsohn),5GkcVRP3EbaV4zzswV5cds
to the beginning___Kalafina,0.325,0.795,2,-5.729,1,0.0556,0.0116,0.00168,0.0608,0.396,153.129,audio_features,4UG8TlKQRhvXeNigcHT8vr,spotify:track:4UG8TlKQRhvXeNigcHT8vr,https://api.spotify.com/v1/tracks/4UG8TlKQRhvXeNigcHT8vr,https://api.spotify.com/v1/audio-analysis/4UG8TlKQRhvXeNigcHT8vr,256053,4,The Best Blue,1zPSNG0ebkMUzMMqlQbUjh
Human community___阿保 剛,0.641,0.518,5,-12.541,1,0.0473,0.0164,0.9,0.103,0.479,111.993,audio_features,5D3DSkbqI7FcM99rOcgs5L,spotify:track:5D3DSkbqI7FcM99rOcgs5L,https://api.spotify.com/v1/tracks/5D3DSkbqI7FcM99rOcgs5L,https://api.spotify.com/v1/audio-analysis/5D3DSkbqI7FcM99rOcgs5L,174493,4,STEINS;GATE Original Soundtrack,2umS0pLz0t9Uko3X2X928C
What Do You Need?___S+C+A+R+R,0.572,0.526,8,-11.749,1,0.0316,0.0981,0.398,0.116,0.096,126.022,audio_features,60uvwO8ddPwxBPuETEoYxs,spotify:track:60uvwO8ddPwxBPuETEoYxs,https://api.spotify.com/v1/tracks/60uvwO8ddPwxBPuETEoYxs,https://api.spotify.com/v1/audio-analysis/60uvwO8ddPwxBPuETEoYxs,330347,4,White Lies / What Do You Need?,5tMtIelh0FozyT0TB3tKAk
Fell in Love___LH,0.323,0.982,9,-1.742,0,0.113,0.706,5.93e-05,0.853,0.365,95.517,audio_features,21Qsj3cMVCx2xF2EVVNbEu,spotify:track:21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/tracks/21Qsj3cMVCx2xF2EVVNbEu,https://api.spotify.com/v1/audio-analysis/21Qsj3cMVCx2xF2EVVNbEu,110093,4,White Blood Cells,6Xvc1TfpVEhDeHhmTQEtp0
Switch___Don Diablo,0.804,0.425,9,-10.384,0,0.153,0.0766,0,0.0964,0.494,125.931,audio_features,25gBSdeZ7qMplP2XsoXO1r,spotify:track:25gBSdeZ7qMplP2XsoXO1r,https://api.spotify.com/v1/tracks/25gBSdeZ7qMplP2XsoXO1r,https://api.spotify.com/v1/audio-analysis/25gBSdeZ7qMplP2XsoXO1r,260048,4,Switch Up,46Uyli5TvlTlqAgNvtfGg0
